first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased
11/1/2020,11/7/2020,NULL,????,1111,26,<15
11/8/2020,11/14/2020,0-19,???,28687,639,0
11/8/2020,11/14/2020,0-19,?? ????,83,<15,0
11/8/2020,11/14/2020,0-19,????,21062,584,0
11/8/2020,11/14/2020,20-24,???,7621,215,0
11/8/2020,11/14/2020,20-24,?? ????,<15,0,0
11/8/2020,11/14/2020,20-24,????,7396,221,0
11/8/2020,11/14/2020,25-29,???,6858,130,0
11/8/2020,11/14/2020,25-29,?? ????,<15,0,0
11/8/2020,11/14/2020,25-29,????,9446,244,0
11/8/2020,11/14/2020,30-34,???,7556,164,0
11/8/2020,11/14/2020,30-34,?? ????,22,<15,0
11/8/2020,11/14/2020,30-34,????,10750,173,0
11/8/2020,11/14/2020,35-39,???,7685,144,0
11/8/2020,11/14/2020,35-39,?? ????,16,0,0
11/8/2020,11/14/2020,35-39,????,10374,168,0
11/8/2020,11/14/2020,40-44,???,6658,159,0
11/8/2020,11/14/2020,40-44,?? ????,18,0,0
11/8/2020,11/14/2020,40-44,????,9529,181,0
11/8/2020,11/14/2020,45-49,???,6004,138,<15
11/8/2020,11/14/2020,45-49,?? ????,<15,<15,0
11/8/2020,11/14/2020,45-49,????,9024,171,<15
11/8/2020,11/14/2020,50-54,???,4833,132,<15
11/8/2020,11/14/2020,50-54,?? ????,<15,<15,0
11/8/2020,11/14/2020,50-54,????,7999,149,<15
11/8/2020,11/14/2020,55-59,???,4467,112,<15
11/8/2020,11/14/2020,55-59,?? ????,<15,0,0
11/8/2020,11/14/2020,55-59,????,7532,107,<15
11/8/2020,11/14/2020,60-64,???,4410,85,<15
11/8/2020,11/14/2020,60-64,?? ????,<15,0,0
11/8/2020,11/14/2020,60-64,????,7328,110,<15
11/8/2020,11/14/2020,65-69,???,4161,79,<15
11/8/2020,11/14/2020,65-69,?? ????,<15,0,0
11/8/2020,11/14/2020,65-69,????,5606,79,<15
11/8/2020,11/14/2020,70-74,???,3765,69,<15
11/8/2020,11/14/2020,70-74,?? ????,<15,0,0
11/8/2020,11/14/2020,70-74,????,4523,70,<15
11/8/2020,11/14/2020,75-79,???,2198,42,<15
11/8/2020,11/14/2020,75-79,?? ????,<15,0,0
11/8/2020,11/14/2020,75-79,????,2562,42,<15
11/8/2020,11/14/2020,80+,???,3777,40,<15
11/8/2020,11/14/2020,80+,?? ????,<15,0,0
11/8/2020,11/14/2020,80+,????,6869,73,<15
11/8/2020,11/14/2020,NULL,???,1689,26,0
11/8/2020,11/14/2020,NULL,?? ????,453,<15,0
11/8/2020,11/14/2020,NULL,????,1114,22,0
11/15/2020,11/21/2020,0-19,???,35604,658,0
11/15/2020,11/21/2020,0-19,?? ????,114,<15,0
11/15/2020,11/21/2020,0-19,????,25438,672,0
11/15/2020,11/21/2020,20-24,???,12978,197,0
11/15/2020,11/21/2020,20-24,?? ????,<15,0,0
11/15/2020,11/21/2020,20-24,????,9517,270,0
11/15/2020,11/21/2020,25-29,???,9743,178,0
11/15/2020,11/21/2020,25-29,?? ????,<15,0,0
11/15/2020,11/21/2020,25-29,????,11434,243,<15
11/15/2020,11/21/2020,30-34,???,10312,166,0
11/15/2020,11/21/2020,30-34,?? ????,52,0,0
11/15/2020,11/21/2020,30-34,????,12647,248,0
11/15/2020,11/21/2020,35-39,???,9986,171,0
11/15/2020,11/21/2020,35-39,?? ????,46,<15,0
11/15/2020,11/21/2020,35-39,????,12327,207,0
11/15/2020,11/21/2020,40-44,???,9453,149,0
11/15/2020,11/21/2020,40-44,?? ????,25,0,0
11/15/2020,11/21/2020,40-44,????,11970,198,0
11/15/2020,11/21/2020,45-49,???,8957,160,0
11/15/2020,11/21/2020,45-49,?? ????,21,0,0
11/15/2020,11/21/2020,45-49,????,11478,207,<15
11/15/2020,11/21/2020,50-54,???,7556,136,0
11/15/2020,11/21/2020,50-54,?? ????,<15,0,0
11/15/2020,11/21/2020,50-54,????,10688,179,0
11/15/2020,11/21/2020,55-59,???,6742,118,<15
11/15/2020,11/21/2020,55-59,?? ????,15,0,0
11/15/2020,11/21/2020,55-59,????,9584,133,<15
11/15/2020,11/21/2020,60-64,???,6221,115,<15
11/15/2020,11/21/2020,60-64,?? ????,<15,0,0
11/15/2020,11/21/2020,60-64,????,9276,118,0
11/15/2020,11/21/2020,65-69,???,5599,88,<15
11/15/2020,11/21/2020,65-69,?? ????,<15,<15,0
11/15/2020,11/21/2020,65-69,????,6862,78,<15
11/15/2020,11/21/2020,70-74,???,4432,58,<15
11/15/2020,11/21/2020,70-74,?? ????,<15,0,0
11/15/2020,11/21/2020,70-74,????,5210,66,<15
11/15/2020,11/21/2020,75-79,???,2309,40,<15
11/15/2020,11/21/2020,75-79,?? ????,<15,0,0
11/15/2020,11/21/2020,75-79,????,2675,43,<15
11/15/2020,11/21/2020,80+,???,3721,44,<15
11/15/2020,11/21/2020,80+,?? ????,<15,0,0
11/15/2020,11/21/2020,80+,????,7066,78,22
11/15/2020,11/21/2020,NULL,???,1966,31,0
11/15/2020,11/21/2020,NULL,?? ????,657,<15,0
11/15/2020,11/21/2020,NULL,????,1502,26,0
11/22/2020,11/28/2020,0-19,???,38093,820,0
11/22/2020,11/28/2020,0-19,?? ????,133,<15,0
11/22/2020,11/28/2020,0-19,????,31713,858,0
11/22/2020,11/28/2020,20-24,???,12544,282,0
11/22/2020,11/28/2020,20-24,?? ????,<15,0,0
11/22/2020,11/28/2020,20-24,????,11064,340,0
11/22/2020,11/28/2020,25-29,???,11186,227,0
11/22/2020,11/28/2020,25-29,?? ????,25,0,0
11/22/2020,11/28/2020,25-29,????,12762,298,0
11/22/2020,11/28/2020,30-34,???,11930,224,0
11/22/2020,11/28/2020,30-34,?? ????,55,0,0
11/22/2020,11/28/2020,30-34,????,13938,301,0
11/22/2020,11/28/2020,35-39,???,11797,227,0
11/22/2020,11/28/2020,35-39,?? ????,61,0,0
11/22/2020,11/28/2020,35-39,????,13723,271,<15
11/22/2020,11/28/2020,40-44,???,11233,202,0
11/22/2020,11/28/2020,40-44,?? ????,40,<15,0
11/22/2020,11/28/2020,40-44,????,13494,241,0
11/22/2020,11/28/2020,45-49,???,10559,181,0
11/22/2020,11/28/2020,45-49,?? ????,38,<15,0
11/22/2020,11/28/2020,45-49,????,13164,251,<15
11/22/2020,11/28/2020,50-54,???,9229,172,<15
11/22/2020,11/28/2020,50-54,?? ????,24,0,0
11/22/2020,11/28/2020,50-54,????,12051,205,0
11/22/2020,11/28/2020,55-59,???,8009,145,<15
11/22/2020,11/28/2020,55-59,?? ????,15,<15,0
11/22/2020,11/28/2020,55-59,????,10577,180,<15
11/22/2020,11/28/2020,60-64,???,7236,114,<15
11/22/2020,11/28/2020,60-64,?? ????,17,0,0
11/22/2020,11/28/2020,60-64,????,9813,137,0
11/22/2020,11/28/2020,65-69,???,6307,85,<15
11/22/2020,11/28/2020,65-69,?? ????,<15,0,0
11/22/2020,11/28/2020,65-69,????,7494,121,<15
11/22/2020,11/28/2020,70-74,???,4933,87,<15
11/22/2020,11/28/2020,70-74,?? ????,<15,0,0
11/22/2020,11/28/2020,70-74,????,5628,79,<15
11/22/2020,11/28/2020,75-79,???,2571,56,<15
11/22/2020,11/28/2020,75-79,?? ????,<15,0,0
11/22/2020,11/28/2020,75-79,????,2964,40,<15
11/22/2020,11/28/2020,80+,???,3913,43,<15
11/22/2020,11/28/2020,80+,?? ????,<15,0,0
11/22/2020,11/28/2020,80+,????,7025,84,<15
11/22/2020,11/28/2020,NULL,???,2885,40,0
11/22/2020,11/28/2020,NULL,?? ????,621,<15,0
11/22/2020,11/28/2020,NULL,????,1996,29,0
11/29/2020,12/5/2020,0-19,???,50154,1221,0
11/29/2020,12/5/2020,0-19,?? ????,154,<15,0
11/29/2020,12/5/2020,0-19,????,44295,1170,0
11/29/2020,12/5/2020,20-24,???,13210,379,0
11/29/2020,12/5/2020,20-24,?? ????,20,0,0
11/29/2020,12/5/2020,20-24,????,12897,487,0
11/29/2020,12/5/2020,25-29,???,12423,301,0
11/29/2020,12/5/2020,25-29,?? ????,33,<15,0
11/29/2020,12/5/2020,25-29,????,14585,459,0
11/29/2020,12/5/2020,30-34,???,13426,321,0
11/29/2020,12/5/2020,30-34,?? ????,50,<15,0
11/29/2020,12/5/2020,30-34,????,15927,377,0
11/29/2020,12/5/2020,35-39,???,12996,284,<15
11/29/2020,12/5/2020,35-39,?? ????,59,<15,0
11/29/2020,12/5/2020,35-39,????,15421,363,0
11/29/2020,12/5/2020,40-44,???,12647,276,<15
11/29/2020,12/5/2020,40-44,?? ????,38,0,0
11/29/2020,12/5/2020,40-44,????,15530,358,0
11/29/2020,12/5/2020,45-49,???,12004,291,<15
11/29/2020,12/5/2020,45-49,?? ????,39,<15,0
11/29/2020,12/5/2020,45-49,????,15117,311,0
11/29/2020,12/5/2020,50-54,???,10196,225,0
11/29/2020,12/5/2020,50-54,?? ????,23,0,0
11/29/2020,12/5/2020,50-54,????,13275,312,<15
11/29/2020,12/5/2020,55-59,???,8864,206,<15
11/29/2020,12/5/2020,55-59,?? ????,18,0,0
11/29/2020,12/5/2020,55-59,????,11702,250,<15
11/29/2020,12/5/2020,60-64,???,8005,191,<15
11/29/2020,12/5/2020,60-64,?? ????,<15,<15,0
11/29/2020,12/5/2020,60-64,????,11013,199,<15
11/29/2020,12/5/2020,65-69,???,7010,157,<15
11/29/2020,12/5/2020,65-69,?? ????,<15,0,0
11/29/2020,12/5/2020,65-69,????,8361,162,<15
11/29/2020,12/5/2020,70-74,???,5535,130,<15
11/29/2020,12/5/2020,70-74,?? ????,<15,0,0
11/29/2020,12/5/2020,70-74,????,6153,120,<15
11/29/2020,12/5/2020,75-79,???,3009,74,<15
11/29/2020,12/5/2020,75-79,?? ????,<15,0,0
11/29/2020,12/5/2020,75-79,????,3503,87,<15
11/29/2020,12/5/2020,80+,???,5017,103,<15
11/29/2020,12/5/2020,80+,?? ????,17,0,0
11/29/2020,12/5/2020,80+,????,9474,138,<15
11/29/2020,12/5/2020,NULL,???,3026,43,0
11/29/2020,12/5/2020,NULL,?? ????,836,<15,0
11/29/2020,12/5/2020,NULL,????,2015,26,0
12/6/2020,12/12/2020,0-19,???,64636,1583,0
12/6/2020,12/12/2020,0-19,?? ????,224,<15,0
12/6/2020,12/12/2020,0-19,????,58244,1645,0
12/6/2020,12/12/2020,20-24,???,14895,514,0
12/6/2020,12/12/2020,20-24,?? ????,32,0,0
12/6/2020,12/12/2020,20-24,????,14863,591,0
12/6/2020,12/12/2020,25-29,???,14024,440,<15
12/6/2020,12/12/2020,25-29,?? ????,25,0,0
12/6/2020,12/12/2020,25-29,????,17059,591,0
12/6/2020,12/12/2020,30-34,???,15161,452,0
12/6/2020,12/12/2020,30-34,?? ????,62,0,0
12/6/2020,12/12/2020,30-34,????,18449,544,<15
12/6/2020,12/12/2020,35-39,???,15254,389,0
12/6/2020,12/12/2020,35-39,?? ????,60,<15,0
12/6/2020,12/12/2020,35-39,????,18495,456,0
12/6/2020,12/12/2020,40-44,???,14878,415,0
12/6/2020,12/12/2020,40-44,?? ????,45,<15,0
12/6/2020,12/12/2020,40-44,????,18325,475,0
12/6/2020,12/12/2020,45-49,???,13952,350,0
12/6/2020,12/12/2020,45-49,?? ????,34,<15,0
12/6/2020,12/12/2020,45-49,????,17681,460,<15
12/6/2020,12/12/2020,50-54,???,11962,340,<15
12/6/2020,12/12/2020,50-54,?? ????,21,0,0
12/6/2020,12/12/2020,50-54,????,14923,365,<15
12/6/2020,12/12/2020,55-59,???,9841,278,<15
12/6/2020,12/12/2020,55-59,?? ????,18,0,0
12/6/2020,12/12/2020,55-59,????,12575,307,<15
12/6/2020,12/12/2020,60-64,???,8924,263,<15
12/6/2020,12/12/2020,60-64,?? ????,17,<15,0
12/6/2020,12/12/2020,60-64,????,11303,235,<15
12/6/2020,12/12/2020,65-69,???,7707,223,<15
12/6/2020,12/12/2020,65-69,?? ????,<15,0,0
12/6/2020,12/12/2020,65-69,????,8338,187,<15
12/6/2020,12/12/2020,70-74,???,5654,151,<15
12/6/2020,12/12/2020,70-74,?? ????,<15,0,0
12/6/2020,12/12/2020,70-74,????,6214,131,<15
12/6/2020,12/12/2020,75-79,???,3145,92,<15
12/6/2020,12/12/2020,75-79,?? ????,<15,<15,0
12/6/2020,12/12/2020,75-79,????,3481,83,<15
12/6/2020,12/12/2020,80+,???,5434,114,<15
12/6/2020,12/12/2020,80+,?? ????,20,<15,0
12/6/2020,12/12/2020,80+,????,10569,205,28
12/6/2020,12/12/2020,NULL,???,3395,68,0
12/6/2020,12/12/2020,NULL,?? ????,1017,<15,0
12/6/2020,12/12/2020,NULL,????,2263,33,0
12/13/2020,12/19/2020,0-19,???,69607,2423,0
12/13/2020,12/19/2020,0-19,?? ????,221,<15,0
12/13/2020,12/19/2020,0-19,????,65226,2532,0
12/13/2020,12/19/2020,20-24,???,17026,687,0
12/13/2020,12/19/2020,20-24,?? ????,<15,0,0
12/13/2020,12/19/2020,20-24,????,17697,877,0
12/13/2020,12/19/2020,25-29,???,16743,667,0
12/13/2020,12/19/2020,25-29,?? ????,19,0,0
12/13/2020,12/19/2020,25-29,????,19661,821,<15
12/13/2020,12/19/2020,30-34,???,17881,589,0
12/13/2020,12/19/2020,30-34,?? ????,46,0,0
12/13/2020,12/19/2020,30-34,????,20987,715,0
12/13/2020,12/19/2020,35-39,???,17900,528,0
12/13/2020,12/19/2020,35-39,?? ????,54,<15,0
12/13/2020,12/19/2020,35-39,????,20900,660,0
12/13/2020,12/19/2020,40-44,???,17383,513,<15
12/13/2020,12/19/2020,40-44,?? ????,30,<15,0
12/13/2020,12/19/2020,40-44,????,20448,642,0
12/13/2020,12/19/2020,45-49,???,16203,573,0
12/13/2020,12/19/2020,45-49,?? ????,33,<15,0
12/13/2020,12/19/2020,45-49,????,19118,677,<15
12/13/2020,12/19/2020,50-54,???,13486,475,<15
12/13/2020,12/19/2020,50-54,?? ????,15,<15,0
12/13/2020,12/19/2020,50-54,????,16376,509,0
12/13/2020,12/19/2020,55-59,???,11225,394,<15
12/13/2020,12/19/2020,55-59,?? ????,<15,<15,0
12/13/2020,12/19/2020,55-59,????,14240,453,0
12/13/2020,12/19/2020,60-64,???,10102,325,<15
12/13/2020,12/19/2020,60-64,?? ????,<15,<15,0
12/13/2020,12/19/2020,60-64,????,12785,354,<15
12/13/2020,12/19/2020,65-69,???,8505,281,<15
12/13/2020,12/19/2020,65-69,?? ????,<15,0,0
12/13/2020,12/19/2020,65-69,????,9548,296,<15
12/13/2020,12/19/2020,70-74,???,6673,246,<15
12/13/2020,12/19/2020,70-74,?? ????,<15,<15,0
12/13/2020,12/19/2020,70-74,????,7301,204,<15
12/13/2020,12/19/2020,75-79,???,3474,110,<15
12/13/2020,12/19/2020,75-79,?? ????,<15,0,0
12/13/2020,12/19/2020,75-79,????,3894,124,<15
12/13/2020,12/19/2020,80+,???,5792,183,28
12/13/2020,12/19/2020,80+,?? ????,<15,0,0
12/13/2020,12/19/2020,80+,????,11679,267,20
12/13/2020,12/19/2020,NULL,???,3603,90,0
12/13/2020,12/19/2020,NULL,?? ????,1275,<15,0
12/13/2020,12/19/2020,NULL,????,2567,65,0
12/20/2020,12/26/2020,0-19,???,99481,3856,0
12/20/2020,12/26/2020,0-19,?? ????,327,<15,0
12/20/2020,12/26/2020,0-19,????,85559,3972,0
12/20/2020,12/26/2020,20-24,???,24979,1146,<15
12/20/2020,12/26/2020,20-24,?? ????,42,0,0
12/20/2020,12/26/2020,20-24,????,22591,1378,0
12/20/2020,12/26/2020,25-29,???,20550,1015,0
12/20/2020,12/26/2020,25-29,?? ????,19,<15,0
12/20/2020,12/26/2020,25-29,????,23340,1267,0
12/20/2020,12/26/2020,30-34,???,20466,984,0
12/20/2020,12/26/2020,30-34,?? ????,49,<15,0
12/20/2020,12/26/2020,30-34,????,24036,1050,0
12/20/2020,12/26/2020,35-39,???,20465,871,0
12/20/2020,12/26/2020,35-39,?? ????,40,<15,0
12/20/2020,12/26/2020,35-39,????,23449,927,0
12/20/2020,12/26/2020,40-44,???,19219,774,0
12/20/2020,12/26/2020,40-44,?? ????,28,<15,0
12/20/2020,12/26/2020,40-44,????,22526,983,0
12/20/2020,12/26/2020,45-49,???,18159,769,<15
12/20/2020,12/26/2020,45-49,?? ????,26,<15,0
12/20/2020,12/26/2020,45-49,????,21421,927,<15
12/20/2020,12/26/2020,50-54,???,14915,669,<15
12/20/2020,12/26/2020,50-54,?? ????,<15,<15,0
12/20/2020,12/26/2020,50-54,????,18186,732,0
12/20/2020,12/26/2020,55-59,???,12239,577,<15
12/20/2020,12/26/2020,55-59,?? ????,<15,<15,0
12/20/2020,12/26/2020,55-59,????,15356,599,<15
12/20/2020,12/26/2020,60-64,???,10879,499,<15
12/20/2020,12/26/2020,60-64,?? ????,20,<15,0
12/20/2020,12/26/2020,60-64,????,13622,490,<15
12/20/2020,12/26/2020,65-69,???,9158,461,<15
12/20/2020,12/26/2020,65-69,?? ????,<15,<15,0
12/20/2020,12/26/2020,65-69,????,10208,394,<15
12/20/2020,12/26/2020,70-74,???,6855,301,17
12/20/2020,12/26/2020,70-74,?? ????,<15,<15,0
12/20/2020,12/26/2020,70-74,????,7803,266,<15
12/20/2020,12/26/2020,75-79,???,3769,173,<15
12/20/2020,12/26/2020,75-79,?? ????,<15,<15,0
12/20/2020,12/26/2020,75-79,????,4539,186,<15
12/20/2020,12/26/2020,80+,???,6759,231,30
12/20/2020,12/26/2020,80+,?? ????,<15,<15,0
12/20/2020,12/26/2020,80+,????,13912,338,34
12/20/2020,12/26/2020,NULL,???,3311,80,0
12/20/2020,12/26/2020,NULL,?? ????,1517,22,0
12/20/2020,12/26/2020,NULL,????,2450,85,0
12/27/2020,1/2/2021,0-19,???,118251,6479,0
12/27/2020,1/2/2021,0-19,?? ????,294,18,0
12/27/2020,1/2/2021,0-19,????,111061,5888,0
12/27/2020,1/2/2021,20-24,???,21263,1740,<15
12/27/2020,1/2/2021,20-24,?? ????,16,<15,0
12/27/2020,1/2/2021,20-24,????,22844,1811,<15
12/27/2020,1/2/2021,25-29,???,18805,1416,<15
12/27/2020,1/2/2021,25-29,?? ????,<15,0,0
12/27/2020,1/2/2021,25-29,????,24359,1623,0
12/27/2020,1/2/2021,30-34,???,20442,1290,0
12/27/2020,1/2/2021,30-34,?? ????,37,<15,0
12/27/2020,1/2/2021,30-34,????,26305,1453,0
12/27/2020,1/2/2021,35-39,???,21288,1189,0
12/27/2020,1/2/2021,35-39,?? ????,36,20,0
12/27/2020,1/2/2021,35-39,????,26860,1313,0
12/27/2020,1/2/2021,40-44,???,19616,1049,0
12/27/2020,1/2/2021,40-44,?? ????,30,22,0
12/27/2020,1/2/2021,40-44,????,25263,1195,<15
12/27/2020,1/2/2021,45-49,???,17066,964,<15
12/27/2020,1/2/2021,45-49,?? ????,38,21,0
12/27/2020,1/2/2021,45-49,????,22582,1136,<15
12/27/2020,1/2/2021,50-54,???,13555,895,<15
12/27/2020,1/2/2021,50-54,?? ????,16,<15,0
12/27/2020,1/2/2021,50-54,????,18090,981,0
12/27/2020,1/2/2021,55-59,???,10903,741,<15
12/27/2020,1/2/2021,55-59,?? ????,<15,<15,0
12/27/2020,1/2/2021,55-59,????,15040,793,<15
12/27/2020,1/2/2021,60-64,???,9088,645,<15
12/27/2020,1/2/2021,60-64,?? ????,30,<15,0
12/27/2020,1/2/2021,60-64,????,12719,647,<15
12/27/2020,1/2/2021,65-69,???,7678,519,<15
12/27/2020,1/2/2021,65-69,?? ????,<15,<15,0
12/27/2020,1/2/2021,65-69,????,9120,518,<15
12/27/2020,1/2/2021,70-74,???,5860,394,15
12/27/2020,1/2/2021,70-74,?? ????,<15,<15,0
12/27/2020,1/2/2021,70-74,????,6856,360,<15
12/27/2020,1/2/2021,75-79,???,3295,216,15
12/27/2020,1/2/2021,75-79,?? ????,<15,<15,0
12/27/2020,1/2/2021,75-79,????,3940,220,<15
12/27/2020,1/2/2021,80+,???,6034,304,48
12/27/2020,1/2/2021,80+,?? ????,<15,<15,0
12/27/2020,1/2/2021,80+,????,12694,427,46
12/27/2020,1/2/2021,NULL,???,2611,113,0
12/27/2020,1/2/2021,NULL,?? ????,3254,37,0
12/27/2020,1/2/2021,NULL,????,2581,163,0
1/3/2021,1/9/2021,0-19,???,136302,9206,0
1/3/2021,1/9/2021,0-19,?? ????,310,27,0
1/3/2021,1/9/2021,0-19,????,129222,8632,0
1/3/2021,1/9/2021,20-24,???,22895,2518,0
1/3/2021,1/9/2021,20-24,?? ????,<15,<15,0
1/3/2021,1/9/2021,20-24,????,25292,2601,0
1/3/2021,1/9/2021,25-29,???,20506,1922,0
1/3/2021,1/9/2021,25-29,?? ????,22,<15,0
1/3/2021,1/9/2021,25-29,????,26278,2090,<15
1/3/2021,1/9/2021,30-34,???,22527,1761,<15
1/3/2021,1/9/2021,30-34,?? ????,51,<15,0
1/3/2021,1/9/2021,30-34,????,29353,1845,0
1/3/2021,1/9/2021,35-39,???,24025,1581,0
1/3/2021,1/9/2021,35-39,?? ????,43,32,0
1/3/2021,1/9/2021,35-39,????,30907,1837,0
1/3/2021,1/9/2021,40-44,???,22081,1434,0
1/3/2021,1/9/2021,40-44,?? ????,27,<15,0
1/3/2021,1/9/2021,40-44,????,28865,1717,<15
1/3/2021,1/9/2021,45-49,???,19558,1471,0
1/3/2021,1/9/2021,45-49,?? ????,24,26,0
1/3/2021,1/9/2021,45-49,????,25554,1508,<15
1/3/2021,1/9/2021,50-54,???,14706,1051,<15
1/3/2021,1/9/2021,50-54,?? ????,17,<15,0
1/3/2021,1/9/2021,50-54,????,20113,1252,0
1/3/2021,1/9/2021,55-59,???,11717,976,<15
1/3/2021,1/9/2021,55-59,?? ????,<15,15,0
1/3/2021,1/9/2021,55-59,????,16382,1102,<15
1/3/2021,1/9/2021,60-64,???,9945,799,<15
1/3/2021,1/9/2021,60-64,?? ????,27,<15,0
1/3/2021,1/9/2021,60-64,????,14118,864,<15
1/3/2021,1/9/2021,65-69,???,8427,686,<15
1/3/2021,1/9/2021,65-69,?? ????,<15,<15,0
1/3/2021,1/9/2021,65-69,????,9740,674,<15
1/3/2021,1/9/2021,70-74,???,6197,469,21
1/3/2021,1/9/2021,70-74,?? ????,<15,<15,0
1/3/2021,1/9/2021,70-74,????,7330,488,<15
1/3/2021,1/9/2021,75-79,???,3486,262,20
1/3/2021,1/9/2021,75-79,?? ????,<15,<15,0
1/3/2021,1/9/2021,75-79,????,4378,248,<15
1/3/2021,1/9/2021,80+,???,7100,454,72
1/3/2021,1/9/2021,80+,?? ????,<15,<15,0
1/3/2021,1/9/2021,80+,????,15815,699,61
1/3/2021,1/9/2021,NULL,???,3285,199,0
1/3/2021,1/9/2021,NULL,?? ????,3288,50,0
1/3/2021,1/9/2021,NULL,????,2802,167,0
1/10/2021,1/16/2021,0-19,???,128401,10669,<15
1/10/2021,1/16/2021,0-19,?? ????,260,28,0
1/10/2021,1/16/2021,0-19,????,121874,11142,<15
1/10/2021,1/16/2021,20-24,???,26120,2475,0
1/10/2021,1/16/2021,20-24,?? ????,19,<15,0
1/10/2021,1/16/2021,20-24,????,28880,3043,0
1/10/2021,1/16/2021,25-29,???,23033,2058,0
1/10/2021,1/16/2021,25-29,?? ????,25,<15,0
1/10/2021,1/16/2021,25-29,????,27858,2416,<15
1/10/2021,1/16/2021,30-34,???,24329,1883,<15
1/10/2021,1/16/2021,30-34,?? ????,32,<15,0
1/10/2021,1/16/2021,30-34,????,30120,2112,0
1/10/2021,1/16/2021,35-39,???,25474,1789,0
1/10/2021,1/16/2021,35-39,?? ????,31,<15,0
1/10/2021,1/16/2021,35-39,????,30900,2105,<15
1/10/2021,1/16/2021,40-44,???,23312,1587,<15
1/10/2021,1/16/2021,40-44,?? ????,26,<15,0
1/10/2021,1/16/2021,40-44,????,28982,1915,<15
1/10/2021,1/16/2021,45-49,???,20868,1539,<15
1/10/2021,1/16/2021,45-49,?? ????,22,<15,0
1/10/2021,1/16/2021,45-49,????,26488,1704,0
1/10/2021,1/16/2021,50-54,???,16436,1304,<15
1/10/2021,1/16/2021,50-54,?? ????,<15,18,0
1/10/2021,1/16/2021,50-54,????,21477,1400,<15
1/10/2021,1/16/2021,55-59,???,13283,1136,<15
1/10/2021,1/16/2021,55-59,?? ????,<15,<15,0
1/10/2021,1/16/2021,55-59,????,17867,1133,<15
1/10/2021,1/16/2021,60-64,???,11481,865,<15
1/10/2021,1/16/2021,60-64,?? ????,<15,<15,0
1/10/2021,1/16/2021,60-64,????,15466,974,<15
1/10/2021,1/16/2021,65-69,???,9513,687,18
1/10/2021,1/16/2021,65-69,?? ????,<15,<15,0
1/10/2021,1/16/2021,65-69,????,10850,727,<15
1/10/2021,1/16/2021,70-74,???,6707,544,30
1/10/2021,1/16/2021,70-74,?? ????,<15,<15,0
1/10/2021,1/16/2021,70-74,????,8359,505,<15
1/10/2021,1/16/2021,75-79,???,3904,296,23
1/10/2021,1/16/2021,75-79,?? ????,<15,0,0
1/10/2021,1/16/2021,75-79,????,5026,389,15
1/10/2021,1/16/2021,80+,???,7509,521,111
1/10/2021,1/16/2021,80+,?? ????,<15,<15,0
1/10/2021,1/16/2021,80+,????,16175,781,82
1/10/2021,1/16/2021,NULL,???,3486,206,0
1/10/2021,1/16/2021,NULL,?? ????,1907,23,0
1/10/2021,1/16/2021,NULL,????,2852,191,0
1/17/2021,1/23/2021,0-19,???,78107,9758,0
1/17/2021,1/23/2021,0-19,?? ????,146,22,0
1/17/2021,1/23/2021,0-19,????,72932,9665,0
1/17/2021,1/23/2021,20-24,???,24876,2259,0
1/17/2021,1/23/2021,20-24,?? ????,31,<15,0
1/17/2021,1/23/2021,20-24,????,25793,2679,0
1/17/2021,1/23/2021,25-29,???,19213,1788,<15
1/17/2021,1/23/2021,25-29,?? ????,29,0,0
1/17/2021,1/23/2021,25-29,????,22066,2032,0
1/17/2021,1/23/2021,30-34,???,19481,1591,0
1/17/2021,1/23/2021,30-34,?? ????,31,<15,0
1/17/2021,1/23/2021,30-34,????,21623,1788,<15
1/17/2021,1/23/2021,35-39,???,18317,1472,0
1/17/2021,1/23/2021,35-39,?? ????,30,<15,0
1/17/2021,1/23/2021,35-39,????,20354,1732,<15
1/17/2021,1/23/2021,40-44,???,16927,1370,<15
1/17/2021,1/23/2021,40-44,?? ????,22,<15,0
1/17/2021,1/23/2021,40-44,????,19780,1476,<15
1/17/2021,1/23/2021,45-49,???,15624,1276,<15
1/17/2021,1/23/2021,45-49,?? ????,<15,<15,0
1/17/2021,1/23/2021,45-49,????,19292,1407,<15
1/17/2021,1/23/2021,50-54,???,13293,1056,<15
1/17/2021,1/23/2021,50-54,?? ????,<15,<15,0
1/17/2021,1/23/2021,50-54,????,16983,1150,<15
1/17/2021,1/23/2021,55-59,???,11292,907,<15
1/17/2021,1/23/2021,55-59,?? ????,<15,<15,0
1/17/2021,1/23/2021,55-59,????,14388,976,<15
1/17/2021,1/23/2021,60-64,???,9624,735,17
1/17/2021,1/23/2021,60-64,?? ????,<15,<15,0
1/17/2021,1/23/2021,60-64,????,12286,691,<15
1/17/2021,1/23/2021,65-69,???,7682,590,22
1/17/2021,1/23/2021,65-69,?? ????,<15,<15,0
1/17/2021,1/23/2021,65-69,????,9098,595,15
1/17/2021,1/23/2021,70-74,???,5631,399,33
1/17/2021,1/23/2021,70-74,?? ????,<15,0,0
1/17/2021,1/23/2021,70-74,????,7144,442,21
1/17/2021,1/23/2021,75-79,???,3182,237,26
1/17/2021,1/23/2021,75-79,?? ????,<15,0,0
1/17/2021,1/23/2021,75-79,????,4260,281,16
1/17/2021,1/23/2021,80+,???,6360,377,95
